Quellzeile,Autor/Herausgeber,Erscheinungsjahr,Titel (Auflage),Ort,Vermerk im Buch,Standort (Raum),Regal,Fach,Anzahl des Exemplares in Thulb,Seitenanzahl,Teil von (Buchreihe etc)
1463,"Meyer, Hermann",1926,Heitere Gebenheiten,Saalfeld,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,62,
1464,Kulturbund der DDR; Gesellschaft für Heimatgeschichte,1982,Heinrich Mylius. Bürgerlicher Demokrat Mechanikus und Mundatdichter,Hildburghausen,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,59,Beiträge zur Heimatgeschichte des Bezirkes Suhl
1465,"Mulius, Heinrich",1845,Gedichte in Themarer Mundart,Hildburghausen,Thüringisches Wörterbuch Arbeitsstelle der FSU Jena und der Sächsischen Akademie der Wissenschaften zu Leipzig,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,79,
1466,"Moths, Anna",1965,Noch e Heimatstreißel,greiz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,
1467,"Moths, Anna",1921,Eheimatstreißel,Chemnitz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,64,
1468,"Kotz, Paulus",,Gedichte in Henneberger Mundart,Saalfeld,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,103,
1469,"Munkelt, Heinrich",1956,"Aum'sche Pilze. Geschichten, Sagen und Abergläubnisches aus Auma und Umgebung (2x vorhanden)",Auma,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,65,
1470,"Neubert, Erich",1937,Ein Spaziergang durch die Magdeburger Mundart,Madgeburg,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,72,Magdeburger Kultur- und Wirtschaftsleben Nr. 11
1471,"Bambach, Kurt",1995,Blumme - redde nix un saache viel. Blumiges in hessischer Mundart,Nidderau,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,62,
1472,Niederlausitzer Arbeitskreis für regionale Forschung Cottbus,1968,Niederlausitzer Studien 1967,Cottbus,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,104,
1473,"Ohring, Alfred",1922,Die Ruppberger Heimatfiebel ,Jella-Mehlis,Thüringische Mundartenforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,68,
1474,"Ohring, Alfred",,Du Heimat unterm Ruppberg. Südthüringer Waldhausklänge,Berlin,Landesstelle für Thüringische Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,31,
1475,"Patzschfe, Hermann",,Holzlandvolk. Mundartiges aus dem Altenburger Holzland (2x vohanden),Leipzig,Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,70,
1476,"Neupert, Franz",1925,Das lustige Neideitel-Buch,Plauen,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,96,Vogtländisches Jahrbuch 4. JG
1477,"Roth, Gotthold",2000,De Heilche Lene un annere Geschichtn. Vun Buschs ihrn Wilhelm frei ersunne - vum Reinholds Frank nei zammgespunne,"Waltersdorf, Neumühle",Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,95,
1478,"Fröhlich, F.",,"Für Polterabend und Hochzeitsfeiern. Gedichte, Vorträge und Aufführungen für ein und mehr Personen",Reutlingen,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,94,
1479,"Peter, Rudolf",1940,Gräzer Lausgunge-Gedichte,Greiz,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,72,
1480,"Preßler, Ermund",1939,Gedichte in Thüringer Mundart,Weimar,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,29,
1481,,1918,Gößnitzer Bilderbuch ohne Bilder. Humoristische Blätter aus den Erinnerungen eines alten Gößnitzer. Erster Teil,Camburg a. d. Saale,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,217,
1482,,1918,Gößnitzer Bilderbuch ohne Bilder. Humoristische Blätter aus den Erinnerungen eines alten Gößnitzer. Zweiter Teil,Camburg a. d. Saale,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,184,
1483,"Prowatke, Christa",1980,Uo Platt is ook hüt noch wat. Niederdeutsche Prosa und Lyrik der Gegenwart,Rostock,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,182,
1484,"Reppold, Alfred",1928,Die heilig' her Heimatspiel in 3 Zeilen ,Schaltau,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,
1485,"Imhof, Ostar Wilhelm",1955,"Botz'ge Denger onn varflucht'ge Resse - die värn krihege, wahrnd'n krihege onn noch'n krihege passiert sinn odd'r och nech",Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,317,
1486,"Roth, Gotthold",,Echte Blimmle. Zehntes Bändchen der lustigen Geschichten in vogtländischer Mundart,Greiz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,Bändchen der lustigen Geschichten in vogtländischer Mundart
1487,"Roth, Gotthold",,Sunneschei (2x vorhanden),Greiz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,Bändchen der lustigen Geschichten in vogtländischer Mundart
1488,"Roth, Gotthold",,Rohch'n Feierohmd,Greiz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,87,Bändchen der lustigen Geschichten in vogtländischer Mundart
1489,"Roth, Gotthold",,Pfafferminzkiechele. Fünftes Bändchen der lustigen Geschichten in vogtländischer Mundart (2x vorhanden),Greiz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,Bändchen der lustigen Geschichten in vogtländischer Mundart
1490,"Roth, Gotthold",,Rute Reesle. Sechstes Bändchen der luftigen Geschichten in vogtländischer Mundart,Greiz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,Bändchen der lustigen Geschichten in vogtländischer Mundart
1491,"Roth, Gotthold",1902,Nohch'n Feierohmd. Lustige Geschichten in vorgtländischer Munart (2x vorhanden),Greiz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,88,Bändchen der lustigen Geschichten in vogtländischer Mundart
1492,"Roth, Gotthold",1902,Spaass muss fei! Viertes Bändchen des lustigen Geschichten in vogtländischer (Greizer) Mundart (2x vorhanden),Greiz,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,88,Bändchen der lustigen Geschichten in vogtländischer Mundart
1493,"Roth, Gotthold",,Schiene Grieß. Neuntes Bändchen der lustigen Geschichten in vogtländischer Mundart (2x vorhanden),Greiz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,80,Bändchen der lustigen Geschichten in vogtländischer Mundart
1494,"Roth, Gotthold",1981,Lustige Geschichten in vogtländischer Mundart,Greiz,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,96,Bändchen der lustigen Geschichten in vogtländischer Mundart
1495,"Roth, Gotthold",1904,Werztärnle. Drittes Bändchen der lustigen Gesichten in vogtländischer (Greizer) Mundart,Greiz,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,88,Bändchen der lustigen Geschichten in vogtländischer Mundart
1496,"Roth, Gotthold",1900,"Je lenger, je liewer. Heitere Erzählungen und Gedichte in vogtländischer Mundart",Greiz,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,88,
1497,"Riedel, L.",,Hinner der Front. Ernste und heitere Erzählungen und Gedichte in vogtländischer Mundart,Plauen,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,64,Riedels Schriften in vogtländischer Mundart 
1498,"Riedel, L.",,Viel Glück zewanner! Hochzeits- und Polterband-Gedichte in vogtländischer Mundart,Plauen,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,48,
1499,"Riedel, L.",,Hessenfließ und Streuselluhng,Plauen,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,95,
1500,"Riedel, L.",,J nusse schie willkumme! Erzählungen und Gedichte in vogtländischer Mundart,Plauen,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,127,Riedels Schriften in vogtländischer Mundart 
1501,"Schlothauer, Arno",,Dear Bühler Kirchenstriet,Ruhla,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,,Aus Ruhlas alten und neuen Sagen. Erster Band 
1502,Verein für Sachsen-Meiningische Gedichte und Landeskunde,1914,"Die Wasunger Mundart, 2. Teil",Hildburghausen,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,157-256,Schriften des Vereins für Sachsen-Meiningische Geschichte und landeskunde 71. Heft
1503,"Schmidt, Kurt",1991,Friede Paulmann ein wackerer Friedrichswerther. Lustige Heimatgeschichten aus der Sammlung von Kurt Schmidt,Friedrichswerth,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,18,Hainich Heimathefte Heft 17
1504,"Schmidt, Anna Alwine ",1908,Baas nomme äß?,,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,23,
1505,"Schneider, Lilli",1991,Hei Heimat is de Schnett,Schnett,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,56,
1506,"Steiner, Werner ",1993,Sei schöa mei gegrüeßt Jüdenbach,Judenbach,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,27,Sei schöa gegrüeßt mei Judenbach
1507,"Steiner, Werner ",1993,Sei schöa mei gegrüeßt Jüdenbach. Is 2. Büchla,Judenbach,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,36,Sei schöa gegrüeßt mei Judenbach
1508,"Steiner, Werner ",,Sei schöa mei gegrüeßt Jüdenbach. 3. Heft,Judenbach,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,60,Sei schöa gegrüeßt mei Judenbach
1509,"Steiner, Werner ",1995,Sei schöa  gegrüeßt mei Jüdenbach. Mundartgedichte aus dem Sonneberger Land Heft 4,Judenbach,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,52,Sei schöa gegrüeßt mei Judenbach
1510,"Sperschneider, Heinz (hrsg)",,"Wälder, Felder, Bergeshohn",Leipzig,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,288,
1511,Redaktionskollegen von Peter Dachler,1987,Festgabe für Peter Dachler. Chefredakteur des Schweizerdeutschen Wörterbuches zu seinem 60. Geburtstag am 26.April 1986,Zürich,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,56,
1512,"Spieß, Balthasar",1873,Die fränkisch-hennebergische Mundart,Wien,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,102,
1513,"Schenke, Otto",1984,Geschichten von Rons und Umgebung,Ranis,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,,
1514,Bezirkskabinett für Kukturarbeit Erfurt,1982,Aale Geschichtn. Erbe und Gegenwart in der Mundartdichtung zwischen rennsteig und Harz,Erfurt,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,98,
1515,"Stopfkuchen, Erich",1923,Verfassung und Verwaltung der Stadt Neustadr an der Orla seit der Entstehung des Rates (um 1365) bis zur Mitte des 16. Jahrhunders,Neustadt an der Orla,Sektion Sprachwissenschaft,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,244,
1516,"Tausendpfund, Walter",1984,Tierlesgeschichdn. Heiter - besinnliche Viechereien für Kinder und Erwachsene ,Pegnitz,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,38,
1517,"Ullrich, Friedrich",1875,Volksklänge in Altenburger Mundart (2x vorhanden),"Stettin, Leipzig",FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,193,
1518,"Ullrich, Friedrich",1861,Volksklänge in Altenburger Mundart Zweite Auflage,Zwickau,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,196,
1519,"Welder, heinrich",1992,Onse Klai Waelt. Heimat zwischen Rhön und Thüringer Wald,Barchfeld,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,127,
1520,"Weise, O.",1889,Mitteilungen des Gesichts- und Altertumsforschenden Vereins zu Eisenberg,Eisenberg,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,128,
1521,"Erhardt, K.",,Seltene Waldvögel. Lustige Mundart-Anekdoten aus Neuhaus am Rennweg,Sonneberg,Universitätsbibliothek Jena,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,40,
1522,"Widder, Wilhelm",1979,Landesleut. Heitere Geschichten aus Franken,Kitzingen,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,64,
1523,W.W.,1862,Das Kirmesleben in humoristischer Beleuchtung,Sondershausen,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,,
1524,"Kober, Julius ",1938,Fröhliches Deutschland. Eine Sammlung heiterer Mundart. Erste Folge,Gießen,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,64,
1525,Wirschel. August,1866,Sagen aus Thüringen,Wien,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,324,"Kleine Beuträge zur deutschen Mythologie, Sitten- und Heimatkunde in Sagen und Gebräuchen aus Thüringen"
1526,"Wurke, C.L.",,Vitz minner Heimet,Salzungen,Landesstelle für Thüringische Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,58,
1527,"Zippel, Horst",1991,De Rehrles- kouch'n. Plaudereien über die Orts-Necknamen im Kreis Lobenstejn,Gera,Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,3. von oben,,83,
1528,"Pejas, Irmgard ",1993,Thamsbrücker Geschichten. Nr. 27,Bad Langensalza,"Sächsische Akademie der Wissenschaften zu Leipzig, Sprachwissenschaftliche Kommission, Arbeitsstelle Thüringisches Wörterbuch",E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,36,Hainich Heimathefte Nummer 27
1529,"Braune, Gudrun & Fauer, Peter (hrsg.)",1997,Handwerk in Thüringen als Kultur- und Wirtschaftsfaktor. Tagung Elgersburg 1995,Erfurt,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,200,Thüringer Hefte für Volkskunde Band 5 
1530,"Braune, Gudrun & Fauer, Peter (hrsg.)",2003,"Lebensende. Kulturgeschichtlich-volkskundliche Aspekte von Sterben, Tod, Trauer, Bestattung",Erfurt,Arbeitsstelle Thüringisches Wörterbuch,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,216,Thüringer Hefte für Volkskunde Band 8/9
1531,"Tolksdorf, Ulrich",1991,Ermländische Protokolle. Alltagserzählungen in Mundart ,Marburg,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,582,
1532,"Tröge, Walther",1930,Schlänker on Schnärze. Ein Lesebuch in nordostthüringischer Mundart,Weimar,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,111,
1533,"Kürsten, Otto",1908,Erfurter Schnozeln. Drittes Bändchen,Erfurt,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,
1534,"Tröge, Walther",1931,D'r Geschhofbauer. Volksstück in Thüringer Mundart aus der Zeit des Weltkrieges in fünf Bildern,Weimar,Landesstelle für Thüringische Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,27,
1535,"Peitz, Robert",1920,Höngern Etterschbärge! ,Camburg a. d. Saale,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,30,
1536,"Kürsten, Otto (hrsg.)",,Schnetzchen on Schnarze. Thüringer Klänge (2x vorhanden),Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,
1537,"Mühlner, Waldemar",,De richtje Kur,,,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,,
1538,"Küsten, Otto",,Schnetzchen on Schnarzchen in Thüringer Mundart,Weimar,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnetzchen on Schnarze
1539,"Rabe, August",,Schnurren der Schnärzchen zweiter Teil. Heitere Geschichten in Thüringer Mundart,Weimar,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnetzchen on Schnarze
1540,"Kürsten, Otto",,Schnetzchen on Schnarze. Thüringer Klänge Heft 5,Weimar,,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,Schnetzchen on Schnarze
1541,"Kürsten, Otto",,Schnetzchen on Schnarze. Thüringer Klänge Nr. 3,Weimar,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,Schnetzchen on Schnarze
1542,"Kürsten, Otto",,Schnetzchen on Schnarzchen in Thüringer Mundart Heft 4,Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,Schnetzchen on Schnarze
1543,"Kürsten, Otto",,Lustige Geschichten in Thüringer Mundart ,Erfurt,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,
1544,"Küsten, Otto",,Neue Thüringer Klänge,Erfurt,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,
1545,"Kürsten, Otto",,Lustige Geschichten in Thüringer Mundart ,Erfurt,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,Lustige Geschichte in Thüringer Mundart
1546,"Kürsten, Otto",,Schnetzchen on Schnarzchen in Thüringer Mundart. 3. Bändchen,Weimar,Institut für Sprachpflege und Wortforschung der FSU Jena,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnetzchen on Schnarze. 
1547,"Braitmaier, Hugo",,Artforter. Lost'ge Stöck'n aus Arfort onn Omgaj'nd,Erfurt,Institut für Sprachpflege und Wortforschung der FSU Jena,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,,
1548,"Kürsten, Otto",,Neue Thüringer Klänge (3x vorhanden),Erfurt,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,
1549,"Kürsten, Otto",,Schnetzchen on Schnarzchen in Thüringer Mundart. 4. Bädchen,Weimar,Institut für Sprachpflege und Wortforschung der FSU Jena,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnetzchen on Schnarzchen
1550,"Kürsten, Otto",,Schnetzchen on Schnarzchen in Thüringer Mundart. 2. Bädchen,Weimar,Institut für Sprachpflege und Wortforschung der FSU Jena,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnetzchen on Schnarzchen
1551,"Kürsten, Otto",,Erfurter Schnozeln. Nachtrag,Erfurt,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,Erfurter Schnolzen
1552,"Kürsten, Otto",1907,Erfurter Schnozeln. Erster Bändchen,Erfurt,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,Erfurter Schnolzen
1553,"Kürsten, Otto",1907,Erfurter Schnozeln. Zweites Bändchen,Erfurt,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,Erfurter Schnolzen
1554,"Löppe, Hermann",,Thüringer Klöse. Zwei Fräiu'ln mät Broten - un Goose raecht väl,Weimar,Landesstelle für Thüringische Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,
1555,"Rhodius, Carl",1910,Auserwählte Gedichte: zum Teil heimischer Mundart ,Sondershausen,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,
1556,"Rabe, August",,Schnaken der Schnärzchen dritter Teil (2x vorhanden),Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen dritter Teil
1557,"Rabe, August",,Schnippchen der Schnärzchen sechster Teil,Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen. Sechster Teil
1558,"Rabe, August",,"Schnorrgieken, der Schwärzchen siebter Teil",Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,55,Schnärzchen. Siebenter Teil
1559,"Rabe, August",,Schnapp! Der Schnärzchen achter Teil (2x vorhanden),Weimar,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen. Achter Teil
1560,"Rabe, August",,"Schnolzeln, der Schnärzchen vierter Teil",Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen. Vierter Teil
1561,"Schiffner, Margit",1994,Darzehl ä beßle von Spacksbronn,Sonneberg,,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,19,
1562,"Rabe, August",,"Schnurren, der ""Schnätzchen"" zweiter Teil.",Weimar,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen Zweiter Teil
1563,"Rabe, August",,Schnärzchen. Heitere Geschichten in Thüringer Mundart (2x vorhanden),Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,
1564,"Ludwig, August",,Schnozelborn. Thüringer Dorfleben in vier Bildern,Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,63,
1565,"Rabe, August",,Humoristische Schriften. Band 6,Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,64,
1566,"Rabe, August",,"Schnitzer, der Schnärzchen fünfter Teil (2x vorhanden)",Weimar,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,56,Schnärzchen Fünftzer Teil
1567,"Treiber, G.G.",1785,Kirmsenlied,,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,,
1568,"Werner, Walter",1969,Bann's Herz mitschreibt. Mundartgedichte ernst und heiter ,Suhl,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,,
1569,"Patzer, Paul",1971,Bei uns derheeme. Mundartendichtungen,Jena,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,32,Heimatleseheft Nr. 12
1570,"Gorge, L.",,Üne ägne onmaßgabliche Unfecht,Jena,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,16,
1571,"Koppenhagen, Benno",1924,"Aus dem Tagebuche eines Thüringer Landaztes. Heitere Skizzen von der Höhe ""des Waldes"" ",Leipzig,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,254,
1572,"Schiffner, Margit",,Das kleine bunte Thüringer Büchlein,Spechtsbrunn am Rennweg,x,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,,
1573,"Ludwig, August",,Schnitzer und Schnippchen. Heitere Gedichte in Thüringer Mundart,Weimar,FSU Jena Sektion Sprachwissenschaft Wissenschaftsbereich Deutsch Abt. Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,160,
1574,"Kreidner, H. L.",1880,Schnaken un Schnurrn aus'n Läben derr oheln Mansfäller In Mansfelder Mundart,Eisleben,Institut für Mundartforschung,E 006 Handbibliothek Dialektologie,Mitte das rechte Regal,4. von oben,,145,
